kepid,koi_disposition,koi_score,rowid
11356260,CONFIRMED,0.986,799
11044770,FALSE POSITIVE,0,800
11600889,CONFIRMED,1,801
11197126,FALSE POSITIVE,0,802
11043167,CONFIRMED,0.979,803
8612847,CONFIRMED,1,804
8552583,FALSE POSITIVE,0,805
8547140,CONFIRMED,1,806
8519253,FALSE POSITIVE,0,807
8813698,CANDIDATE,0.996,808
8757910,FALSE POSITIVE,0,809
4074736,CANDIDATE,0.909,810
4072526,CONFIRMED,0.995,811
4150539,FALSE POSITIVE,0,812
4274548,CANDIDATE,0.999,813
4455231,CONFIRMED,1,814
8953257,FALSE POSITIVE,0.383,815
8971432,FALSE POSITIVE,0,816
9278553,FALSE POSITIVE,0,817
9527915,CONFIRMED,1,818
9143254,FALSE POSITIVE,0,819
8949247,FALSE POSITIVE,0,820
11336883,CONFIRMED,0.998,821
11336883,CANDIDATE,,822
11336883,CANDIDATE,,823
12506351,FALSE POSITIVE,0,824
7622486,FALSE POSITIVE,0,825
7622486,FALSE POSITIVE,0.957,826
9705459,FALSE POSITIVE,0.867,827
8564587,CONFIRMED,1,828
10925104,CONFIRMED,1,829
8564587,CONFIRMED,1,830
8631160,CANDIDATE,1,831
8552498,FALSE POSITIVE,,832
8806072,CONFIRMED,0.927,833
4455231,CONFIRMED,0.999,834
4455231,CONFIRMED,0.991,835
4285107,FALSE POSITIVE,0,836
4150624,FALSE POSITIVE,0,837
8972058,CONFIRMED,1,838
9346253,FALSE POSITIVE,0,839
9002237,FALSE POSITIVE,0,840
9288786,FALSE POSITIVE,0,841
8958035,FALSE POSITIVE,0,842
9040849,FALSE POSITIVE,0.087,843
9202151,CANDIDATE,1,844
7842610,FALSE POSITIVE,0,845
7830637,FALSE POSITIVE,0,846
4760746,CANDIDATE,0,847
7832356,CONFIRMED,1,848
9643874,CONFIRMED,1,849
8800954,CONFIRMED,,850
8583696,CONFIRMED,0.936,851
8804283,CANDIDATE,1,852
8804283,CANDIDATE,1,853
8552565,FALSE POSITIVE,0,854
4155328,CONFIRMED,1,855
4077526,CONFIRMED,1,856
4077526,CONFIRMED,1,857
4077526,CONFIRMED,1,858
4077526,CANDIDATE,1,859
8937021,FALSE POSITIVE,0,860
8935810,CONFIRMED,1,861
2441495,CONFIRMED,1,862
9455556,CONFIRMED,1,863
9455556,CONFIRMED,0.992,864
9427402,CANDIDATE,1,865
3732821,CONFIRMED,1,866
3962440,CANDIDATE,,867
3534076,CANDIDATE,,868
3962357,CONFIRMED,1,869
9110357,FALSE POSITIVE,0,870
8394721,CONFIRMED,0.976,871
8609450,CONFIRMED,1,872
6541920,CONFIRMED,1,873
8609450,CONFIRMED,1,874
8609450,CONFIRMED,0.896,875
8609450,CONFIRMED,0.992,876
4243911,CONFIRMED,1,877
4466677,CONFIRMED,1,878
4466677,CANDIDATE,0.999,879
4466677,CANDIDATE,0.754,880
4135665,CONFIRMED,1,881
9269281,CONFIRMED,1,882
9100484,CANDIDATE,1,883
9157908,FALSE POSITIVE,0,884
9030447,FALSE POSITIVE,,885
9034103,CONFIRMED,1,886
9214942,CONFIRMED,1,887
3858704,FALSE POSITIVE,0.001,888
3749134,CONFIRMED,0.997,889
3556220,FALSE POSITIVE,0,890
3660924,CONFIRMED,1,891
3939150,CONFIRMED,1,892
8628758,CONFIRMED,1,893
8628758,CONFIRMED,0.971,894
8509361,FALSE POSITIVE,0,895
8742590,CONFIRMED,0.989,896
8822366,CONFIRMED,0.998,897
8972058,CONFIRMED,1,898
4386059,FALSE POSITIVE,0,899
4650674,CONFIRMED,1,900
4275721,CONFIRMED,0.808,901
4275721,CONFIRMED,1,902
8874090,CONFIRMED,0.999,903
11666881,CONFIRMED,1,904
9264949,CONFIRMED,0.996,905
9271752,CONFIRMED,1,906
9007866,FALSE POSITIVE,,907
9150827,CONFIRMED,1,908
3939150,CONFIRMED,0.999,909
3839488,CONFIRMED,1,910
3542588,FALSE POSITIVE,0,911
3442055,CONFIRMED,0.999,912
3440861,FALSE POSITIVE,,913
12252424,CONFIRMED,1,914
8700771,CONFIRMED,0.998,915
10960993,FALSE POSITIVE,0,916
6541920,CONFIRMED,1,917
10599397,FALSE POSITIVE,,918
10879208,FALSE POSITIVE,0,919
10843203,FALSE POSITIVE,0,920
4570931,FALSE POSITIVE,0,921
4136466,CONFIRMED,0.999,922
7284688,FALSE POSITIVE,,923
7199774,FALSE POSITIVE,0,924
7037540,FALSE POSITIVE,0,925
6866228,FALSE POSITIVE,0,926
9391208,CONFIRMED,1,927
9391506,CONFIRMED,1,928
8950853,CONFIRMED,0.999,929
9006449,CONFIRMED,0.986,930
9006449,CONFIRMED,0.999,931
9006449,CONFIRMED,0.935,932
4043190,CONFIRMED,0.997,933
3640905,CONFIRMED,1,934
3640905,CONFIRMED,0.981,935
4060815,FALSE POSITIVE,,936
6613006,FALSE POSITIVE,0,937
6606653,FALSE POSITIVE,0.285,938
10790387,CONFIRMED,1,939
10748393,FALSE POSITIVE,0,940
10874226,FALSE POSITIVE,0,941
10661771,FALSE POSITIVE,0,942
10924853,FALSE POSITIVE,0,943
10874926,FALSE POSITIVE,0,944
6631721,FALSE POSITIVE,1,945
6847018,FALSE POSITIVE,0,946
7220322,FALSE POSITIVE,0,947
6956233,FALSE POSITIVE,0,948
7303287,CONFIRMED,1,949
7303287,CONFIRMED,1,950
11512246,CONFIRMED,1,951
8916492,FALSE POSITIVE,0,952
11193447,FALSE POSITIVE,,953
11517719,CONFIRMED,0.92,954
11599264,FALSE POSITIVE,0,955
11100657,FALSE POSITIVE,0,956
6620003,CANDIDATE,0,957
6621116,FALSE POSITIVE,0,958
6629332,FALSE POSITIVE,0,959
6387450,FALSE POSITIVE,0,960
12252424,CONFIRMED,1,961
6432059,FALSE POSITIVE,,962
6470149,FALSE POSITIVE,1,963
10549562,FALSE POSITIVE,0,964
10874614,CONFIRMED,0.987,965
6541920,CONFIRMED,1,966
10666230,FALSE POSITIVE,0.003,967
10971674,FALSE POSITIVE,0.565,968
6891543,FALSE POSITIVE,0,969
7211141,CONFIRMED,0.995,970
7363829,CANDIDATE,,971
6719086,CANDIDATE,1,972
7376983,CANDIDATE,1,973
5084942,CONFIRMED,1,974
11125936,FALSE POSITIVE,0,975
11026304,CANDIDATE,1,976
11342550,CANDIDATE,,977
11497958,CONFIRMED,1,978
11497958,CONFIRMED,1,979
11512246,CONFIRMED,1,980
6462874,FALSE POSITIVE,0,981
6665223,FALSE POSITIVE,0,982
6545358,FALSE POSITIVE,0,983
6390824,FALSE POSITIVE,0,984
6546528,FALSE POSITIVE,0,985
10676923,FALSE POSITIVE,0,986
10604335,CONFIRMED,1,987
10604335,CONFIRMED,0,988
10864656,CONFIRMED,0.981,989
10975146,CONFIRMED,1,990
10538176,CONFIRMED,1,991
7376983,CANDIDATE,0.999,992
7376983,CANDIDATE,1,993
7376983,CANDIDATE,0.933,994
6946199,CONFIRMED,1,995
6946199,CANDIDATE,1,996
11497958,CONFIRMED,0.985,997
11177707,CONFIRMED,1,998
11611600,CONFIRMED,1,999
11254382,CONFIRMED,1,1000
11122894,CONFIRMED,1,1001
6677841,CONFIRMED,0.086,1002
6677841,CONFIRMED,0.242,1003
6677841,CONFIRMED,,1004
9970525,FALSE POSITIVE,,1005
6531491,FALSE POSITIVE,0,1006
6383821,CONFIRMED,1,1007
10538176,CONFIRMED,1,1008
10724369,CONFIRMED,1,1009
6541920,CONFIRMED,0.998,1010
10867062,CANDIDATE,0.998,1011
10744335,CONFIRMED,0.984,1012
4860678,CONFIRMED,0.993,1013
5177104,CONFIRMED,1,1014
7023960,FALSE POSITIVE,0,1015
10033279,FALSE POSITIVE,0,1016
5009189,FALSE POSITIVE,0,1017
8230616,CONFIRMED,1,1018
9836959,CONFIRMED,0.855,1019
9838949,CONFIRMED,1,1020
9895006,CONFIRMED,0.969,1021
9896558,CONFIRMED,0.964,1022
9589323,CONFIRMED,1,1023
9823487,CONFIRMED,1,1024
9602514,FALSE POSITIVE,0,1025
9726659,CONFIRMED,1,1026
12108312,FALSE POSITIVE,0,1027
5371776,CONFIRMED,1,1028
5371776,CONFIRMED,1,1029
5371776,CONFIRMED,1,1030
9573539,CONFIRMED,1,1031
5371776,CONFIRMED,1,1032
9886661,CONFIRMED,1,1033
5477805,FALSE POSITIVE,0,1034
10055126,CONFIRMED,1,1035
10055126,CONFIRMED,0.998,1036
5009743,CONFIRMED,0.996,1037
10015937,CONFIRMED,0.999,1038
10019065,CONFIRMED,1,1039
7950644,CONFIRMED,0.991,1040
10080248,CONFIRMED,0.82,1041
10213902,CONFIRMED,0.992,1042
9842906,FALSE POSITIVE,0,1043
11821363,CONFIRMED,0.994,1044
7629518,CONFIRMED,0.999,1045
10810838,CONFIRMED,0.999,1046
4828341,FALSE POSITIVE,0,1047
10019763,FALSE POSITIVE,0,1048
9899280,FALSE POSITIVE,0,1049
8046659,CANDIDATE,0,1050
4940438,FALSE POSITIVE,0,1051
5308663,FALSE POSITIVE,0,1052
5474733,FALSE POSITIVE,0,1053
10963065,CONFIRMED,1,1054
6268648,CONFIRMED,1,1055
10125352,FALSE POSITIVE,0,1056
5357901,CONFIRMED,0.995,1057
4278221,CONFIRMED,1,1058
10214162,CONFIRMED,1,1059
10905746,CONFIRMED,1,1060
8242434,CONFIRMED,0.748,1061
6185331,CONFIRMED,0.998,1062
11820830,FALSE POSITIVE,0.994,1063
11774387,FALSE POSITIVE,0,1064
9636135,CONFIRMED,0.997,1065
9636135,CANDIDATE,0.999,1066
7841925,CONFIRMED,1,1067
7841925,CANDIDATE,0.944,1068
7841925,CANDIDATE,0.464,1069
5219234,CONFIRMED,1,1070
5219234,CONFIRMED,0.999,1071
5219234,CONFIRMED,1,1072
5219234,CONFIRMED,1,1073
12504988,FALSE POSITIVE,0.003,1074
9015738,CONFIRMED,0.999,1075
7215603,CONFIRMED,0.912,1076
4276716,CANDIDATE,1,1077
5561278,CONFIRMED,1,1078
7287683,CANDIDATE,0.855,1079
6387542,CONFIRMED,1,1080
8266276,CANDIDATE,0.809,1081
6869184,CONFIRMED,1,1082
8396405,CANDIDATE,0.938,1083
10799735,FALSE POSITIVE,0,1084
6604328,CONFIRMED,1,1085
9719634,FALSE POSITIVE,0,1086
7439316,CONFIRMED,1,1087
12061238,FALSE POSITIVE,0,1088
8323753,FALSE POSITIVE,0,1089
12400538,CONFIRMED,1,1090
5184584,CONFIRMED,0.989,1091
5636648,FALSE POSITIVE,0,1092
5564247,FALSE POSITIVE,0.001,1093
5438099,CONFIRMED,1,1094
5438099,CONFIRMED,1,1095
6543893,CONFIRMED,1,1096
6543893,CONFIRMED,0.997,1097
6975129,CONFIRMED,1,1098
11391018,CONFIRMED,0.982,1099
8685497,CONFIRMED,0.995,1100
4365645,CONFIRMED,0.999,1101
7199906,CANDIDATE,,1102
8197343,CONFIRMED,0.998,1103
7032421,FALSE POSITIVE,1,1104
6786348,CONFIRMED,1,1105
6209677,CONFIRMED,0.999,1106
9641018,FALSE POSITIVE,0,1107
9813499,CONFIRMED,1,1108
12254792,CONFIRMED,1,1109
12020218,CONFIRMED,1,1110
7690844,CONFIRMED,1,1111
9535080,FALSE POSITIVE,0.001,1112
5438099,CONFIRMED,1,1113
5438099,CONFIRMED,0.999,1114
5210475,FALSE POSITIVE,0,1115
8009350,CONFIRMED,1,1116
8082001,CONFIRMED,1,1117
9017682,CANDIDATE,0.988,1118
9277896,CONFIRMED,1,1119
9401997,CONFIRMED,0.977,1120
10686864,CONFIRMED,1,1121
10749128,CANDIDATE,,1122
11904734,CANDIDATE,1,1123
8043714,FALSE POSITIVE,0,1124
7918217,FALSE POSITIVE,0,1125
10153011,CANDIDATE,0,1126
9631995,CONFIRMED,0.988,1127
11870545,CANDIDATE,1,1128
7901948,CONFIRMED,1,1129
11955499,FALSE POSITIVE,0,1130
6442377,CONFIRMED,1,1131
9784222,FALSE POSITIVE,0,1132
5376836,FALSE POSITIVE,0.876,1133
5557821,FALSE POSITIVE,0.001,1134
10004519,CONFIRMED,1,1135
5031857,CONFIRMED,1,1136
5031857,CANDIDATE,1,1137
10879038,CONFIRMED,0.986,1138
10990917,CONFIRMED,0.996,1139
11043136,FALSE POSITIVE,0,1140
11046025,CONFIRMED,1,1141
5771719,FALSE POSITIVE,0,1142
9729691,CONFIRMED,1,1143
9729691,CANDIDATE,0,1144
4950232,FALSE POSITIVE,0.001,1145
10904857,CONFIRMED,0.802,1146
8651389,CONFIRMED,0.992,1147
9520668,FALSE POSITIVE,0,1148
7871954,CONFIRMED,0.889,1149
7871954,CONFIRMED,0.991,1150
12418724,CONFIRMED,1,1151
7456001,CONFIRMED,1,1152
10028792,CONFIRMED,1,1153
10028792,CONFIRMED,0,1154
10028792,CANDIDATE,0.952,1155
5553652,FALSE POSITIVE,0,1156
5299459,CONFIRMED,1,1157
11153121,CONFIRMED,0.999,1158
11153121,CONFIRMED,0.987,1159
11153121,CANDIDATE,,1160
11177543,CONFIRMED,0.994,1161
11337141,CONFIRMED,0.992,1162
6705142,CANDIDATE,1,1163
3967760,CONFIRMED,0.677,1164
3967760,CONFIRMED,0.972,1165
4067336,FALSE POSITIVE,1,1166
5387843,FALSE POSITIVE,0.406,1167
7549209,CONFIRMED,1,1168
7663405,CONFIRMED,1,1169
9765975,CONFIRMED,1,1170
9818462,CONFIRMED,1,1171
6803202,CONFIRMED,1,1172
5299459,CONFIRMED,1,1173
9651668,CONFIRMED,0.995,1174
5299459,CANDIDATE,,1175
12506770,CONFIRMED,1,1176
5629985,FALSE POSITIVE,0,1177
9898364,FALSE POSITIVE,0,1178
11337372,CONFIRMED,1,1179
11337833,CONFIRMED,0.994,1180
11546211,FALSE POSITIVE,0,1181
11547505,CONFIRMED,1,1182
4471747,CANDIDATE,0.996,1183
11502867,CONFIRMED,1,1184
9909735,CONFIRMED,1,1185
9909735,CONFIRMED,1,1186
11551692,CONFIRMED,1,1187
11551692,CONFIRMED,1,1188
12266636,CONFIRMED,0.998,1189
9850893,FALSE POSITIVE,0,1190
4826110,FALSE POSITIVE,0,1191
7869917,CONFIRMED,1,1192
9824805,CONFIRMED,1,1193
5193400,FALSE POSITIVE,0,1194
7939330,CANDIDATE,1,1195
7939330,CONFIRMED,0.994,1196
4918309,CANDIDATE,1,1197
12602568,CONFIRMED,1,1198
9941066,CONFIRMED,0.998,1199
5972334,CONFIRMED,0.998,1200
4650733,CONFIRMED,1,1201
4830605,CANDIDATE,0.985,1202
4832197,FALSE POSITIVE,0,1203
4844004,FALSE POSITIVE,0,1204
12120943,CANDIDATE,0.978,1205
7831264,CONFIRMED,1,1206
9761199,FALSE POSITIVE,0,1207
7751571,FALSE POSITIVE,0,1208
9579499,FALSE POSITIVE,0,1209
11913013,FALSE POSITIVE,0,1210
7768451,CANDIDATE,0.99,1211
7691260,CONFIRMED,1,1212
9821454,CONFIRMED,1,1213
9821454,CONFIRMED,1,1214
11954842,CONFIRMED,1,1215
7972785,FALSE POSITIVE,0.004,1216
5470739,CONFIRMED,1,1217
10022908,CONFIRMED,1,1218
9932970,CANDIDATE,0,1219
5617854,CONFIRMED,1,1220
4932442,CONFIRMED,0.993,1221
4932442,CANDIDATE,,1222
5183357,CONFIRMED,0.989,1223
5269467,CONFIRMED,0.991,1224
5360920,CANDIDATE,1,1225
7672940,FALSE POSITIVE,0,1226
7838655,FALSE POSITIVE,0,1227
11702948,CANDIDATE,0,1228
9512981,CANDIDATE,0.998,1229
7770450,FALSE POSITIVE,0,1230
11455491,FALSE POSITIVE,0,1231
11764462,CONFIRMED,1,1232
11656246,CONFIRMED,0.997,1233
7808587,CONFIRMED,1,1234
4741126,CONFIRMED,1,1235
5301750,CONFIRMED,0.998,1236
5301750,CONFIRMED,1,1237
5301750,CONFIRMED,1,1238
5301750,CONFIRMED,0.996,1239
5301750,CONFIRMED,0.996,1240
5526717,CONFIRMED,0.994,1241
5972334,CONFIRMED,0.996,1242
5526717,CANDIDATE,,1243
5530882,FALSE POSITIVE,0,1244
5531953,CANDIDATE,1,1245
6034945,CONFIRMED,0.997,1246
9851226,FALSE POSITIVE,0,1247
8692861,CONFIRMED,1,1248
7543649,FALSE POSITIVE,0,1249
9480310,CONFIRMED,1,1250
11858748,FALSE POSITIVE,0,1251
4741126,CONFIRMED,0.993,1252
11669125,CONFIRMED,0.956,1253
12159249,CONFIRMED,1,1254
9872292,CANDIDATE,0.924,1255
9963461,FALSE POSITIVE,0,1256
8081482,FALSE POSITIVE,0.488,1257
5542466,CANDIDATE,0.998,1258
4178389,CANDIDATE,0,1259
5542466,CONFIRMED,0.903,1260
5542466,CANDIDATE,0.996,1261
10028140,CONFIRMED,1,1262
6048024,FALSE POSITIVE,0,1263
6049190,CONFIRMED,0.365,1264
6149553,FALSE POSITIVE,,1265
6198999,CONFIRMED,1,1266
6310636,CONFIRMED,1,1267
6616218,CONFIRMED,1,1268
7761545,CONFIRMED,0.936,1269
7499398,CANDIDATE,1,1270
12365184,CONFIRMED,0.985,1271
4770365,CONFIRMED,1,1272
4770365,CONFIRMED,0.975,1273
4770365,CANDIDATE,0.987,1274
10748390,CONFIRMED,0.913,1275
11804465,CONFIRMED,0.761,1276
9663113,CONFIRMED,0.999,1277
5649956,FALSE POSITIVE,0,1278
4840513,FALSE POSITIVE,0.759,1279
5217586,FALSE POSITIVE,0,1280
5289854,CONFIRMED,0.964,1281
5289854,CONFIRMED,1,1282
9895709,FALSE POSITIVE,0,1283
10006581,CONFIRMED,1,1284
5972334,CANDIDATE,0.998,1285
6616218,CONFIRMED,0.959,1286
6696462,FALSE POSITIVE,1,1287
7220429,CONFIRMED,1,1288
7222086,FALSE POSITIVE,0.983,1289
12406749,CONFIRMED,0.999,1290
8692861,CONFIRMED,0.693,1291
7811397,CANDIDATE,0.922,1292
12403119,CONFIRMED,0.961,1293
9842890,FALSE POSITIVE,0,1294
8113154,FALSE POSITIVE,0,1295
5270698,FALSE POSITIVE,0.186,1296
5024450,FALSE POSITIVE,0,1297
5282049,FALSE POSITIVE,0.926,1298
5475431,CANDIDATE,0.733,1299
10027323,CONFIRMED,1,1300
10027323,CONFIRMED,0.738,1301
12019440,CONFIRMED,0.998,1302
5039228,CANDIDATE,1,1303
10004738,CONFIRMED,0.986,1304
10004738,CONFIRMED,1,1305
7304449,CONFIRMED,0.999,1306
7386827,CONFIRMED,1,1307
7522911,CONFIRMED,1,1308
7626370,CONFIRMED,1,1309
7703955,CONFIRMED,0.998,1310
7512982,CONFIRMED,1,1311
7512982,CANDIDATE,0.977,1312
9597806,CONFIRMED,1,1313
7812167,FALSE POSITIVE,0,1314
11760959,FALSE POSITIVE,0.133,1315
5283458,CANDIDATE,1,1316
9940565,FALSE POSITIVE,0,1317
8053552,CANDIDATE,0,1318
9663113,CONFIRMED,0,1319
8111381,FALSE POSITIVE,0,1320
5444549,FALSE POSITIVE,0,1321
10004738,CONFIRMED,1,1322
5474613,CONFIRMED,0.9,1323
4860932,FALSE POSITIVE,0,1324
5438757,CONFIRMED,0.999,1325
5438757,CONFIRMED,0.838,1326
7750419,CANDIDATE,1,1327
5972334,CONFIRMED,0,1328
7815744,CONFIRMED,0.997,1329
7955580,CONFIRMED,0.991,1330
8230616,CONFIRMED,1,1331
9692345,FALSE POSITIVE,0,1332
7898352,CONFIRMED,1,1333
11402995,CONFIRMED,1,1334
7898352,CONFIRMED,1,1335
12062667,FALSE POSITIVE,0,1336
7984047,CANDIDATE,0.939,1337
7951018,CONFIRMED,0.331,1338
9899355,FALSE POSITIVE,0,1339
12644774,FALSE POSITIVE,0,1340
9902856,FALSE POSITIVE,0,1341
7747425,CONFIRMED,1,1342
9892816,CONFIRMED,0.998,1343
9892816,CONFIRMED,0.603,1344
9836149,CONFIRMED,1,1345
4813563,CONFIRMED,1,1346
2985767,CONFIRMED,1,1347
2304320,CONFIRMED,0.998,1348
3657758,CONFIRMED,1,1349
9790806,CONFIRMED,1,1350
6382217,CONFIRMED,0.978,1351
5375194,CONFIRMED,1,1352
6468138,CONFIRMED,0.987,1353
10019708,CONFIRMED,0.999,1354
11875734,CONFIRMED,1,1355
7697568,FALSE POSITIVE,0,1356
7046804,CONFIRMED,0.998,1357
7449136,CONFIRMED,1,1358
8680979,CONFIRMED,1,1359
8680979,CONFIRMED,0.99,1360
9030537,CONFIRMED,1,1361
6949061,CONFIRMED,1,1362
7269493,CONFIRMED,1,1363
5513648,CANDIDATE,1,1364
9164836,FALSE POSITIVE,0,1365
7887791,CANDIDATE,1,1366
11657891,CONFIRMED,1,1367
6305192,CONFIRMED,1,1368
6382217,CONFIRMED,1,1369
9634821,CANDIDATE,0.979,1370
9634821,CANDIDATE,1,1371
8950568,CONFIRMED,1,1372
3326377,CONFIRMED,1,1373
11601584,CONFIRMED,1,1374
11601584,CONFIRMED,0.95,1375
11601584,CONFIRMED,0.85,1376
11601584,CONFIRMED,0.98,1377
8689793,CONFIRMED,1,1378
11673802,CONFIRMED,1,1379
4263293,CONFIRMED,1,1380
4263293,CONFIRMED,1,1381
4263293,CONFIRMED,0.243,1382
5695524,CONFIRMED,0.938,1383
6205897,CONFIRMED,1,1384
7948784,CONFIRMED,1,1385
9244756,CONFIRMED,1,1386
9650808,CONFIRMED,1,1387
9650808,CONFIRMED,0.899,1388
8950568,CONFIRMED,1,1389
8950568,CONFIRMED,0.889,1390
8950568,CONFIRMED,0.998,1391
8804845,CONFIRMED,0.951,1392
10480915,CONFIRMED,1,1393
11709244,CONFIRMED,1,1394
11709244,CONFIRMED,0.974,1395
11709244,CONFIRMED,0.999,1396
10019708,FALSE POSITIVE,0,1397
11853878,CONFIRMED,1,1398
5728139,CONFIRMED,1,1399
7668663,CONFIRMED,1,1400
7047922,CONFIRMED,0.975,1401
9353314,CONFIRMED,1,1402
3629967,CONFIRMED,0.956,1403
9347009,CONFIRMED,1,1404
11253711,CANDIDATE,0.991,1405
4917596,CONFIRMED,1,1406
4743513,FALSE POSITIVE,0,1407
11046458,CONFIRMED,1,1408
9111849,CANDIDATE,0.994,1409
7132798,CONFIRMED,1,1410
3448130,CONFIRMED,0.983,1411
9656252,CONFIRMED,1,1412
6026438,CONFIRMED,1,1413
9471268,CONFIRMED,1,1414
9471268,CONFIRMED,1,1415
9471268,CONFIRMED,1,1416
10657406,CONFIRMED,1,1417
5526527,CONFIRMED,1,1418
5809954,FALSE POSITIVE,0,1419
8766650,CONFIRMED,0.984,1420
10328393,CONFIRMED,1,1421
11773328,CANDIDATE,1,1422
7094486,CONFIRMED,1,1423
7289577,CONFIRMED,1,1424
8543100,CONFIRMED,0.998,1425
2693736,CONFIRMED,1,1426
9412760,CONFIRMED,1,1427
9412760,CONFIRMED,1,1428
6026438,CONFIRMED,0.4,1429
10663396,CONFIRMED,1,1430
11457726,CONFIRMED,1,1431
8956206,CONFIRMED,1,1432
9649706,CONFIRMED,1,1433
5856571,CONFIRMED,1,1434
7765528,CONFIRMED,1,1435
11760231,CONFIRMED,0.978,1436
7779077,CONFIRMED,1,1437
6046540,CONFIRMED,0.998,1438
5706966,CONFIRMED,1,1439
3762468,CONFIRMED,1,1440
5706966,CONFIRMED,1,1441
10130039,CONFIRMED,0.999,1442
10130039,CONFIRMED,1,1443
9518318,CONFIRMED,1,1444
9518318,CONFIRMED,1,1445
7273277,CONFIRMED,0.998,1446
11769890,CONFIRMED,1,1447
6862721,CONFIRMED,1,1448
12301181,CONFIRMED,0.994,1449
9279354,CONFIRMED,1,1450
6774880,CONFIRMED,1,1451
3937519,CONFIRMED,1,1452
7449541,CONFIRMED,1,1453
5080636,CONFIRMED,1,1454
5080636,CANDIDATE,0.974,1455
3338885,CONFIRMED,1,1456
3338885,CANDIDATE,1,1457
6776401,CONFIRMED,1,1458
10130039,CONFIRMED,0.987,1459
8226050,CONFIRMED,0.995,1460
9965957,CONFIRMED,1,1461
9704384,CONFIRMED,1,1462
8426567,CONFIRMED,1,1463
12508335,FALSE POSITIVE,0,1464
10094670,CONFIRMED,0.991,1465
8142942,CONFIRMED,1,1466
8257205,CONFIRMED,0.993,1467
9044228,CONFIRMED,1,1468
7265298,CONFIRMED,0.862,1469
7265298,CONFIRMED,0.995,1470
7132798,CONFIRMED,1,1471
3248501,CANDIDATE,1,1472
2307415,CONFIRMED,0.978,1473
7430034,CONFIRMED,0.999,1474
9735426,CONFIRMED,1,1475
8826168,CONFIRMED,1,1476
10464050,CONFIRMED,1,1477
9763348,CONFIRMED,1,1478
9101496,CONFIRMED,1,1479
6037581,CONFIRMED,1,1480
10723750,CONFIRMED,0.993,1481
6037581,CONFIRMED,1,1482
6037581,CONFIRMED,0.933,1483
10779233,CONFIRMED,0.861,1484
11614617,CONFIRMED,1,1485
11450414,CONFIRMED,1,1486
4736569,CONFIRMED,1,1487
10384798,CONFIRMED,1,1488
2307415,CONFIRMED,0.983,1489
3128552,CONFIRMED,0.999,1490
10134152,CONFIRMED,1,1491
9573685,CONFIRMED,1,1492
10329835,CONFIRMED,1,1493
6849046,CONFIRMED,0.998,1494
8804397,CONFIRMED,0.997,1495
9662811,CONFIRMED,0.99,1496
11570749,CANDIDATE,0.999,1497
11297236,CONFIRMED,0.862,1498
10074466,CONFIRMED,0.999,1499
8218379,CONFIRMED,1,1500
7755636,CONFIRMED,1,1501
9411166,CONFIRMED,1,1502
9411166,CANDIDATE,,1503
4989057,CONFIRMED,1,1504
9834040,CONFIRMED,1,1505
6152974,CONFIRMED,1,1506
8802693,CONFIRMED,1,1507
6061773,CONFIRMED,1,1508
10024701,CONFIRMED,1,1509
2579043,CANDIDATE,1,1510
3239671,CONFIRMED,0.997,1511
9304101,CONFIRMED,0.975,1512
11360571,CONFIRMED,0.937,1513
6035124,CONFIRMED,0.9,1514
8160953,CONFIRMED,1,1515
8160953,CANDIDATE,,1516
4157325,CONFIRMED,1,1517
4157325,CONFIRMED,1,1518
4157325,CANDIDATE,1,1519
5108214,FALSE POSITIVE,0.999,1520
9955598,CONFIRMED,0.999,1521
10723750,CONFIRMED,1,1522
7219761,FALSE POSITIVE,,1523
5770074,CONFIRMED,0.986,1524
10136549,CONFIRMED,1,1525
9851271,FALSE POSITIVE,0,1526
12154526,CONFIRMED,0.999,1527
6665512,CONFIRMED,1,1528
10525027,CONFIRMED,1,1529
11069176,CONFIRMED,0.999,1530
10005758,CONFIRMED,0.999,1531
10158418,CANDIDATE,0.999,1532
3128793,FALSE POSITIVE,0,1533
5864975,CONFIRMED,1,1534
2975770,CONFIRMED,0.933,1535
3648437,CANDIDATE,1,1536
7877496,CONFIRMED,1,1537
7286173,CONFIRMED,0.359,1538
11126381,CONFIRMED,1,1539
4149450,CONFIRMED,1,1540
10136549,CONFIRMED,0.998,1541
5511081,CONFIRMED,0.999,1542
5511081,CONFIRMED,0.998,1543
5511081,CONFIRMED,0.896,1544
5511081,CONFIRMED,0.996,1545
10978763,CONFIRMED,1,1546
11069176,CONFIRMED,0.974,1547
8098728,FALSE POSITIVE,0,1548
6152974,CONFIRMED,0.992,1549
2449431,CANDIDATE,0.936,1550
5631630,CONFIRMED,0.879,1551
6504954,CONFIRMED,0.999,1552
9410930,CONFIRMED,1,1553
5731623,CANDIDATE,1,1554
6153672,FALSE POSITIVE,0.003,1555
10676014,CONFIRMED,1,1556
9520838,CONFIRMED,1,1557
8167996,CONFIRMED,1,1558
8167996,CONFIRMED,1,1559
8167996,CONFIRMED,1,1560
6773862,CONFIRMED,1,1561
10978763,CONFIRMED,0.982,1562
10602291,CANDIDATE,0,1563
10978763,CONFIRMED,0.967,1564
5202905,CONFIRMED,0.944,1565
9072190,CONFIRMED,0.999,1566
5384079,CONFIRMED,0.989,1567
9839821,CONFIRMED,0.996,1568
4056616,CONFIRMED,1,1569
6707908,FALSE POSITIVE,0.998,1570
8492026,CONFIRMED,1,1571
